omega	0.1	0.3	0.5	0.7	0.9
-8.000065692	1.007904202	1.007904198	1.00790419	1.007904178	1.007904162
-7.9969241	1.007910487	1.007910483	1.007910475	1.007910463	1.007910447
-7.993782507	1.007916779	1.007916775	1.007916767	1.007916755	1.007916739
-7.990640914	1.007923079	1.007923075	1.007923067	1.007923055	1.007923039
-7.987499322	1.007929386	1.007929382	1.007929374	1.007929362	1.007929346
-7.984357729	1.007935701	1.007935697	1.007935689	1.007935677	1.007935661
-7.981216136	1.007942023	1.00794202	1.007942012	1.007942	1.007941983
-7.978074544	1.007948354	1.00794835	1.007948342	1.00794833	1.007948313
-7.974932951	1.007954691	1.007954687	1.007954679	1.007954667	1.007954651
-7.971791358	1.007961037	1.007961033	1.007961025	1.007961013	1.007960996
-7.968649766	1.007967389	1.007967385	1.007967378	1.007967365	1.007967349
-7.965508173	1.00797375	1.007973746	1.007973738	1.007973726	1.007973709
-7.962366581	1.007980118	1.007980114	1.007980106	1.007980094	1.007980077
-7.959224988	1.007986494	1.00798649	1.007986482	1.00798647	1.007986453
-7.956083395	1.007992878	1.007992874	1.007992866	1.007992853	1.007992837
-7.952941803	1.007999269	1.007999265	1.007999257	1.007999244	1.007999228
-7.94980021	1.008005668	1.008005664	1.008005656	1.008005643	1.008005627
-7.946658617	1.008012074	1.00801207	1.008012062	1.00801205	1.008012033
-7.943517025	1.008018489	1.008018485	1.008018477	1.008018464	1.008018447
-7.940375432	1.008024911	1.008024907	1.008024899	1.008024886	1.008024869
-7.937233839	1.008031341	1.008031337	1.008031328	1.008031316	1.008031299
-7.934092247	1.008037778	1.008037774	1.008037766	1.008037754	1.008037737
-7.930950654	1.008044224	1.00804422	1.008044211	1.008044199	1.008044182
-7.927809061	1.008050677	1.008050673	1.008050665	1.008050652	1.008050635
-7.924667469	1.008057138	1.008057134	1.008057126	1.008057113	1.008057096
-7.921525876	1.008063607	1.008063603	1.008063594	1.008063582	1.008063565
-7.918384283	1.008070083	1.008070079	1.008070071	1.008070058	1.008070041
-7.915242691	1.008076568	1.008076564	1.008076555	1.008076543	1.008076525
-7.912101098	1.00808306	1.008083056	1.008083048	1.008083035	1.008083018
-7.908959505	1.00808956	1.008089556	1.008089548	1.008089535	1.008089518
-7.905817913	1.008096068	1.008096064	1.008096056	1.008096043	1.008096026
-7.90267632	1.008102584	1.00810258	1.008102572	1.008102559	1.008102541
-7.899534727	1.008109108	1.008109104	1.008109095	1.008109083	1.008109065
-7.896393135	1.00811564	1.008115635	1.008115627	1.008115614	1.008115597
-7.893251542	1.008122179	1.008122175	1.008122167	1.008122154	1.008122136
-7.890109949	1.008128727	1.008128723	1.008128714	1.008128701	1.008128684
-7.886968357	1.008135282	1.008135278	1.00813527	1.008135257	1.008135239
-7.883826764	1.008141846	1.008141842	1.008141833	1.00814182	1.008141803
-7.880685172	1.008148417	1.008148413	1.008148405	1.008148392	1.008148374
-7.877543579	1.008154997	1.008154993	1.008154984	1.008154971	1.008154953
-7.874401986	1.008161584	1.00816158	1.008161572	1.008161559	1.008161541
-7.871260394	1.00816818	1.008168176	1.008168167	1.008168154	1.008168136
-7.868118801	1.008174783	1.008174779	1.008174771	1.008174757	1.00817474
