0.4 0.1721
0.41 0.2044
0.42 0.24
0.43 0.2736
0.44 0.3112
0.45 0.3519
0.46 0.386
0.47 0.4266
0.48 0.4783
0.49 0.5133
0.5 0.566
0.51 0.6121
0.52 0.6455
0.53 0.6923
0.54 0.7302
0.55 0.7706
0.56 0.8018
0.57 0.8221
0.58 0.8491
0.59 0.8824
0.6 0.901

