0.4 0.0075
0.41 0.0135
0.42 0.0215
0.43 0.0391
0.44 0.0673
0.45 0.1104
0.46 0.1665
0.47 0.2326
0.48 0.3188
0.49 0.419
0.5 0.5265
0.51 0.6236
0.52 0.7263
0.53 0.8012
0.54 0.8629
0.55 0.9113
0.56 0.9455
0.57 0.9668
0.58 0.9829
0.59 0.9901
0.6 0.995

