0.4 0.0009
0.41 0.0026
0.42 0.0069
0.43 0.0145
0.44 0.0314
0.45 0.0611
0.46 0.1033
0.47 0.1731
0.48 0.2715
0.49 0.39
0.5 0.5092
0.51 0.6396
0.52 0.7614
0.53 0.8442
0.54 0.9065
0.55 0.9527
0.56 0.9751
0.57 0.9859
0.58 0.9943
0.59 0.998
0.6 0.9991

