0.4 0.0369
0.41 0.0507
0.42 0.0775
0.43 0.1075
0.44 0.1413
0.45 0.1928
0.46 0.2476
0.47 0.3173
0.48 0.382
0.49 0.4578
0.5 0.5344
0.51 0.6176
0.52 0.6877
0.53 0.7501
0.54 0.8049
0.55 0.8497
0.56 0.8906
0.57 0.9211
0.58 0.9421
0.59 0.966
0.6 0.9766

